parfamName,yearIndex,parfam,countryname,environ,culture,equality,pervote,rile,staticRile,electionDate,partyname
CON,2008,60,Finland,6.6670000000000025,0.0,6.6670000000000025,22.26,-20.555999999999997,11.64,March 2007,National Coalition
AGR,2008,80,Finland,4.476,1.4069999999999998,5.8820000000000014,23.11,-15.09,1.01,March 2007,Finnish Centre
NAT,2008,70,Finland,2.9160000000000004,0.0,7.7189999999999985,4.05,-6.518,10.25,March 2007,True Finns
ETH,2008,90,Finland,7.5470000000000015,4.717000000000001,6.604,4.97,-25.471999999999998,-9.04,March 2007,Swedish People’s Party
ECO,2009,10,Finland,20.588,2.059,12.059000000000001,8.46,-21.471,-13.65,March 2007,Green Union
LEF,2009,20,Finland,5.641,5.641,14.103,8.82,-42.051,-23.66,March 2007,Left Wing Alliance
SOC,2009,30,Finland,4.523,2.261,5.025,21.44,-36.431999999999995,-14.0,March 2007,Finnish Social Democrats
CHR,2009,50,Finland,9.353,0.0,4.317,4.97,-15.107999999999999,6.13,March 2007,Christian Democrats in Finland
CON,2009,60,Finland,6.6670000000000025,0.0,6.6670000000000025,22.26,-20.555999999999997,11.64,March 2007,National Coalition
AGR,2009,80,Finland,4.476,1.4069999999999998,5.8820000000000014,23.11,-15.09,1.01,March 2007,Finnish Centre
NAT,2009,70,Finland,2.9160000000000004,0.0,7.7189999999999985,4.05,-6.518,10.25,March 2007,True Finns
ETH,2009,90,Finland,7.5470000000000015,4.717000000000001,6.604,4.97,-25.471999999999998,-9.04,March 2007,Swedish People’s Party
ECO,2010,10,Finland,20.588,2.059,12.059000000000001,8.46,-21.471,-13.65,March 2007,Green Union
LEF,2010,20,Finland,5.641,5.641,14.103,8.82,-42.051,-23.66,March 2007,Left Wing Alliance
SOC,2010,30,Finland,4.523,2.261,5.025,21.44,-36.431999999999995,-14.0,March 2007,Finnish Social Democrats
CHR,2010,50,Finland,9.353,0.0,4.317,4.97,-15.107999999999999,6.13,March 2007,Christian Democrats in Finland
CON,2010,60,Finland,6.6670000000000025,0.0,6.6670000000000025,22.26,-20.555999999999997,11.64,March 2007,National Coalition
AGR,2010,80,Finland,4.476,1.4069999999999998,5.8820000000000014,23.11,-15.09,1.01,March 2007,Finnish Centre
NAT,2010,70,Finland,2.9160000000000004,0.0,7.7189999999999985,4.05,-6.518,10.25,March 2007,True Finns
ETH,2010,90,Finland,7.5470000000000015,4.717000000000001,6.604,4.97,-25.471999999999998,-9.04,March 2007,Swedish People’s Party
ECO,2011,10,Finland,14.425,1.621,7.6179999999999986,7.2520000000000024,-27.715,-13.65,April 2011,Green Union
LEF,2011,20,Finland,3.488,2.326,11.628,8.132,-44.766999999999996,-23.66,April 2011,Left Wing Alliance
SOC,2011,30,Finland,0.7010000000000001,0.35,3.853,19.102999999999998,-11.384,-14.0,April 2011,Finnish Social Democrats
CHR,2011,50,Finland,3.292,0.784,4.388999999999999,4.03,-16.771,6.13,April 2011,Christian Democrats in Finland
CON,2011,60,Finland,5.25,0.0,2.0,20.382,13.75,11.64,April 2011,National Coalition
AGR,2011,80,Finland,2.9360000000000004,4.64,3.7880000000000003,15.76,-16.383,1.01,April 2011,Finnish Centre
NAT,2011,70,Finland,1.011,0.27,4.248,19.053,0.47200000000000003,10.25,April 2011,True Finns
ETH,2011,90,Finland,4.093999999999999,2.924,3.509,4.279,-23.392,-9.04,April 2011,Swedish People’s Party
ECO,2012,10,Finland,14.425,1.621,7.6179999999999986,7.2520000000000024,-27.715,-13.65,April 2011,Green Union
LEF,2012,20,Finland,3.488,2.326,11.628,8.132,-44.766999999999996,-23.66,April 2011,Left Wing Alliance
SOC,2012,30,Finland,0.7010000000000001,0.35,3.853,19.102999999999998,-11.384,-14.0,April 2011,Finnish Social Democrats
CHR,2012,50,Finland,3.292,0.784,4.388999999999999,4.03,-16.771,6.13,April 2011,Christian Democrats in Finland
CON,2012,60,Finland,5.25,0.0,2.0,20.382,13.75,11.64,April 2011,National Coalition
AGR,2012,80,Finland,2.9360000000000004,4.64,3.7880000000000003,15.76,-16.383,1.01,April 2011,Finnish Centre
NAT,2012,70,Finland,1.011,0.27,4.248,19.053,0.47200000000000003,10.25,April 2011,True Finns
ETH,2012,90,Finland,4.093999999999999,2.924,3.509,4.279,-23.392,-9.04,April 2011,Swedish People’s Party
ECO,2013,10,Finland,14.425,1.621,7.6179999999999986,7.2520000000000024,-27.715,-13.65,April 2011,Green Union
LEF,2013,20,Finland,3.488,2.326,11.628,8.132,-44.766999999999996,-23.66,April 2011,Left Wing Alliance
SOC,2013,30,Finland,0.7010000000000001,0.35,3.853,19.102999999999998,-11.384,-14.0,April 2011,Finnish Social Democrats
CHR,2013,50,Finland,3.292,0.784,4.388999999999999,4.03,-16.771,6.13,April 2011,Christian Democrats in Finland
CON,2013,60,Finland,5.25,0.0,2.0,20.382,13.75,11.64,April 2011,National Coalition
AGR,2013,80,Finland,2.9360000000000004,4.64,3.7880000000000003,15.76,-16.383,1.01,April 2011,Finnish Centre
NAT,2013,70,Finland,1.011,0.27,4.248,19.053,0.47200000000000003,10.25,April 2011,True Finns
ETH,2013,90,Finland,4.093999999999999,2.924,3.509,4.279,-23.392,-9.04,April 2011,Swedish People’s Party
ECO,2014,10,Finland,14.425,1.621,7.6179999999999986,7.2520000000000024,-27.715,-13.65,April 2011,Green Union
LEF,2014,20,Finland,3.488,2.326,11.628,8.132,-44.766999999999996,-23.66,April 2011,Left Wing Alliance
SOC,2014,30,Finland,0.7010000000000001,0.35,3.853,19.102999999999998,-11.384,-14.0,April 2011,Finnish Social Democrats
CHR,2014,50,Finland,3.292,0.784,4.388999999999999,4.03,-16.771,6.13,April 2011,Christian Democrats in Finland
CON,2014,60,Finland,5.25,0.0,2.0,20.382,13.75,11.64,April 2011,National Coalition
AGR,2014,80,Finland,2.9360000000000004,4.64,3.7880000000000003,15.76,-16.383,1.01,April 2011,Finnish Centre
NAT,2014,70,Finland,1.011,0.27,4.248,19.053,0.47200000000000003,10.25,April 2011,True Finns
ETH,2014,90,Finland,4.093999999999999,2.924,3.509,4.279,-23.392,-9.04,April 2011,Swedish People’s Party
ECO,2015,10,Finland,23.022,0.36,12.95,8.526,-37.05,-13.65,April 2015,Green Union
LEF,2015,20,Finland,8.556000000000001,8.556000000000001,9.447,7.1320000000000014,-42.78100000000001,-23.66,April 2015,Left Wing Alliance
SOC,2015,30,Finland,3.2260000000000004,2.016,10.484000000000002,16.51,-27.016,-14.0,April 2015,Finnish Social Democrats
CHR,2015,50,Finland,6.4570000000000025,0.4970000000000001,2.1519999999999997,3.542,4.967000000000001,6.13,April 2015,Christian Democrats in Finland
CON,2015,60,Finland,8.078,0.0,1.114,18.198,-12.535,11.64,April 2015,National Coalition
AGR,2015,80,Finland,5.217000000000001,1.304,2.609,21.096,-4.348,1.01,April 2015,Finnish Centre
NAT,2015,70,Finland,0.7759999999999999,0.721,4.271,17.654,-4.936,10.25,April 2015,True Finns
ETH,2015,90,Finland,6.616000000000001,1.272,4.58,4.878,-20.865,-9.04,April 2015,Swedish People’s Party
ECO,2016,10,Finland,23.022,0.36,12.95,8.526,-37.05,-13.65,April 2015,Green Union
LEF,2016,20,Finland,8.556000000000001,8.556000000000001,9.447,7.1320000000000014,-42.78100000000001,-23.66,April 2015,Left Wing Alliance
SOC,2016,30,Finland,3.2260000000000004,2.016,10.484000000000002,16.51,-27.016,-14.0,April 2015,Finnish Social Democrats
CHR,2016,50,Finland,6.4570000000000025,0.4970000000000001,2.1519999999999997,3.542,4.967000000000001,6.13,April 2015,Christian Democrats in Finland
CON,2016,60,Finland,8.078,0.0,1.114,18.198,-12.535,11.64,April 2015,National Coalition
AGR,2016,80,Finland,5.217000000000001,1.304,2.609,21.096,-4.348,1.01,April 2015,Finnish Centre
NAT,2016,70,Finland,0.7759999999999999,0.721,4.271,17.654,-4.936,10.25,April 2015,True Finns
ETH,2016,90,Finland,6.616000000000001,1.272,4.58,4.878,-20.865,-9.04,April 2015,Swedish People’s Party
ECO,2017,10,Finland,23.022,0.36,12.95,8.526,-37.05,-13.65,April 2015,Green Union
LEF,2017,20,Finland,8.556000000000001,8.556000000000001,9.447,7.1320000000000014,-42.78100000000001,-23.66,April 2015,Left Wing Alliance
SOC,2017,30,Finland,3.2260000000000004,2.016,10.484000000000002,16.51,-27.016,-14.0,April 2015,Finnish Social Democrats
CHR,2017,50,Finland,6.4570000000000025,0.4970000000000001,2.1519999999999997,3.542,4.967000000000001,6.13,April 2015,Christian Democrats in Finland
CON,2017,60,Finland,8.078,0.0,1.114,18.198,-12.535,11.64,April 2015,National Coalition
AGR,2017,80,Finland,5.217000000000001,1.304,2.609,21.096,-4.348,1.01,April 2015,Finnish Centre
NAT,2017,70,Finland,0.7759999999999999,0.721,4.271,17.654,-4.936,10.25,April 2015,True Finns
ETH,2017,90,Finland,6.616000000000001,1.272,4.58,4.878,-20.865,-9.04,April 2015,Swedish People’s Party
ECO,2018,10,Finland,23.022,0.36,12.95,8.526,-37.05,-13.65,April 2015,Green Union
LEF,2018,20,Finland,8.556000000000001,8.556000000000001,9.447,7.1320000000000014,-42.78100000000001,-23.66,April 2015,Left Wing Alliance
SOC,2018,30,Finland,3.2260000000000004,2.016,10.484000000000002,16.51,-27.016,-14.0,April 2015,Finnish Social Democrats
CHR,2018,50,Finland,6.4570000000000025,0.4970000000000001,2.1519999999999997,3.542,4.967000000000001,6.13,April 2015,Christian Democrats in Finland
CON,2018,60,Finland,8.078,0.0,1.114,18.198,-12.535,11.64,April 2015,National Coalition
AGR,2018,80,Finland,5.217000000000001,1.304,2.609,21.096,-4.348,1.01,April 2015,Finnish Centre
NAT,2018,70,Finland,0.7759999999999999,0.721,4.271,17.654,-4.936,10.25,April 2015,True Finns
ETH,2018,90,Finland,6.616000000000001,1.272,4.58,4.878,-20.865,-9.04,April 2015,Swedish People’s Party
ECO,2019,10,Finland,17.617,0.0,10.622,11.493,-38.601,-13.65,April 2019,Green Union
LEF,2019,20,Finland,12.675999999999998,1.761,15.845,8.171,-41.021,-23.66,April 2019,Left Wing Alliance
SOC,2019,30,Finland,12.136,2.05,8.366,17.732,-23.413,-14.0,April 2019,Finnish Social Democrats
LIB,2019,40,Finland,16.667,0.0,2.222,2.253,-32.222,4.61,April 2019,Movement Now
CHR,2019,50,Finland,10.017999999999999,1.61,4.114,3.898,-9.481,6.13,April 2019,Christian Democrats in Finland
CON,2019,60,Finland,10.8,2.0,6.8,17.000999999999998,1.2,11.64,April 2019,National Coalition
AGR,2019,80,Finland,9.639,2.008,6.225000000000001,13.755,-21.686999999999998,1.01,April 2019,Finnish Centre
NAT,2019,70,Finland,5.255,1.112,4.948,17.483,-13.809000000000001,10.25,April 2019,True Finns
ETH,2019,90,Finland,5.8820000000000014,1.8259999999999998,6.491000000000001,4.909,-14.199000000000002,-9.04,April 2019,Swedish People’s Party
ECO,2020,10,Finland,17.617,0.0,10.622,11.493,-38.601,-13.65,April 2019,Green Union
LEF,2020,20,Finland,12.675999999999998,1.761,15.845,8.171,-41.021,-23.66,April 2019,Left Wing Alliance
SOC,2020,30,Finland,12.136,2.05,8.366,17.732,-23.413,-14.0,April 2019,Finnish Social Democrats
LIB,2020,40,Finland,16.667,0.0,2.222,2.253,-32.222,4.61,April 2019,Movement Now
CHR,2020,50,Finland,10.017999999999999,1.61,4.114,3.898,-9.481,6.13,April 2019,Christian Democrats in Finland
CON,2020,60,Finland,10.8,2.0,6.8,17.000999999999998,1.2,11.64,April 2019,National Coalition
AGR,2020,80,Finland,9.639,2.008,6.225000000000001,13.755,-21.686999999999998,1.01,April 2019,Finnish Centre
NAT,2020,70,Finland,5.255,1.112,4.948,17.483,-13.809000000000001,10.25,April 2019,True Finns
ETH,2020,90,Finland,5.8820000000000014,1.8259999999999998,6.491000000000001,4.909,-14.199000000000002,-9.04,April 2019,Swedish People’s Party
ECO,1990,10,Croatia,75.41,1.639,1.639,,-1.639,-13.65,April 1990,Green Alliance of Croatia
ECO,1990,10,Croatia,72.414,5.1720000000000015,0.0,,5.1720000000000015,-13.65,April 1990,Green Action of Split
LEF,1990,20,Croatia,6.225000000000001,0.8029999999999999,4.016,,-5.221,-23.66,April 1990,League of Communists of Croatia - Party of Democratic Changes
LEF,1990,20,Croatia,6.1670000000000025,3.965,4.405,,-11.013,-23.66,April 1990,Socialist Party of Croatia
LEF,1990,20,Croatia,12.5,6.25,10.417,,-11.458,-23.66,April 1990,Union of Socialist Youth of Croatia
LEF,1990,20,Croatia,6.225000000000001,0.8029999999999999,4.016,34.975,-5.221,-23.66,April 1990,League of Communists of Croatia - Party of Democratic Changes and Socialist Party of Croatia
LIB,1990,40,Croatia,2.174,1.449,0.725,15.337,10.87,4.61,April 1990,Coalition of People’s Accord
NAT,1990,70,Croatia,2.013,0.6709999999999999,5.369,41.927,3.3560000000000003,10.25,April 1990,Croatian Democratic Union
ECO,1991,10,Croatia,75.41,1.639,1.639,,-1.639,-13.65,April 1990,Green Alliance of Croatia
ECO,1991,10,Croatia,72.414,5.1720000000000015,0.0,,5.1720000000000015,-13.65,April 1990,Green Action of Split
LEF,1991,20,Croatia,6.225000000000001,0.8029999999999999,4.016,,-5.221,-23.66,April 1990,League of Communists of Croatia - Party of Democratic Changes
LEF,1991,20,Croatia,6.1670000000000025,3.965,4.405,,-11.013,-23.66,April 1990,Socialist Party of Croatia
LEF,1991,20,Croatia,12.5,6.25,10.417,,-11.458,-23.66,April 1990,Union of Socialist Youth of Croatia
LEF,1991,20,Croatia,6.225000000000001,0.8029999999999999,4.016,34.975,-5.221,-23.66,April 1990,League of Communists of Croatia - Party of Democratic Changes and Socialist Party of Croatia
LIB,1991,40,Croatia,2.174,1.449,0.725,15.337,10.87,4.61,April 1990,Coalition of People’s Accord
NAT,1991,70,Croatia,2.013,0.6709999999999999,5.369,41.927,3.3560000000000003,10.25,April 1990,Croatian Democratic Union
LEF,1992,20,Croatia,5.5329999999999995,0.0,7.5820000000000025,5.526,-1.025,-23.66,August 1992,Social Democratic Party of Croatia - Party of Democratic Changes
LIB,1992,40,Croatia,4.704,2.5140000000000002,3.1630000000000003,17.722,14.599,4.61,August 1992,Croatian Social-Liberal Party
NAT,1992,70,Croatia,0.0,1.6130000000000002,8.065,44.705,25.805999999999997,10.25,August 1992,Croatian Democratic Union
LIB,1992,40,Croatia,0.6990000000000001,0.6990000000000001,5.593999999999999,6.6960000000000015,-12.587,4.61,August 1992,Croatian People’s Party
NAT,1992,70,Croatia,3.39,1.695,9.322,7.068000000000001,37.288000000000004,10.25,August 1992,Croatian Party of Rights
AGR,1992,80,Croatia,7.479,3.0469999999999997,1.939,4.251,9.695,1.01,August 1992,Croatian Peasant Party
ETH,1992,90,Croatia,1.8019999999999998,0.0,0.9009999999999999,1.088,8.107999999999999,-9.04,August 1992,Serbian People’s Party
ETH,1992,90,Croatia,5.419,5.9110000000000005,4.433,,-1.97,-9.04,August 1992,Istrian Democratic Assembly
ETH,1992,90,Croatia,8.202,2.524,3.785,,0.0,-9.04,August 1992,Dalmatian Action
ETH,1992,90,Croatia,10.0,4.444,6.6670000000000025,,3.333,-9.04,August 1992,Democratic Alliance of Rijeka
ETH,1992,90,Croatia,7.874000000000001,4.293,4.962,3.178,0.45399999999999996,-9.04,August 1992,"Coalititon of Dalmatian Action, Istrian Democratic Assembly and Democratic Alliance of Rijeka"
LEF,1993,20,Croatia,5.5329999999999995,0.0,7.5820000000000025,5.526,-1.025,-23.66,August 1992,Social Democratic Party of Croatia - Party of Democratic Changes
LIB,1993,40,Croatia,4.704,2.5140000000000002,3.1630000000000003,17.722,14.599,4.61,August 1992,Croatian Social-Liberal Party
NAT,1993,70,Croatia,0.0,1.6130000000000002,8.065,44.705,25.805999999999997,10.25,August 1992,Croatian Democratic Union
LIB,1993,40,Croatia,0.6990000000000001,0.6990000000000001,5.593999999999999,6.6960000000000015,-12.587,4.61,August 1992,Croatian People’s Party
NAT,1993,70,Croatia,3.39,1.695,9.322,7.068000000000001,37.288000000000004,10.25,August 1992,Croatian Party of Rights
AGR,1993,80,Croatia,7.479,3.0469999999999997,1.939,4.251,9.695,1.01,August 1992,Croatian Peasant Party
ETH,1993,90,Croatia,1.8019999999999998,0.0,0.9009999999999999,1.088,8.107999999999999,-9.04,August 1992,Serbian People’s Party
ETH,1993,90,Croatia,5.419,5.9110000000000005,4.433,,-1.97,-9.04,August 1992,Istrian Democratic Assembly
ETH,1993,90,Croatia,8.202,2.524,3.785,,0.0,-9.04,August 1992,Dalmatian Action
ETH,1993,90,Croatia,10.0,4.444,6.6670000000000025,,3.333,-9.04,August 1992,Democratic Alliance of Rijeka
ETH,1993,90,Croatia,7.874000000000001,4.293,4.962,3.178,0.45399999999999996,-9.04,August 1992,"Coalititon of Dalmatian Action, Istrian Democratic Assembly and Democratic Alliance of Rijeka"
LEF,1994,20,Croatia,5.5329999999999995,0.0,7.5820000000000025,5.526,-1.025,-23.66,August 1992,Social Democratic Party of Croatia - Party of Democratic Changes
LIB,1994,40,Croatia,4.704,2.5140000000000002,3.1630000000000003,17.722,14.599,4.61,August 1992,Croatian Social-Liberal Party
NAT,1994,70,Croatia,0.0,1.6130000000000002,8.065,44.705,25.805999999999997,10.25,August 1992,Croatian Democratic Union
LIB,1994,40,Croatia,0.6990000000000001,0.6990000000000001,5.593999999999999,6.6960000000000015,-12.587,4.61,August 1992,Croatian People’s Party
NAT,1994,70,Croatia,3.39,1.695,9.322,7.068000000000001,37.288000000000004,10.25,August 1992,Croatian Party of Rights
AGR,1994,80,Croatia,7.479,3.0469999999999997,1.939,4.251,9.695,1.01,August 1992,Croatian Peasant Party
ETH,1994,90,Croatia,1.8019999999999998,0.0,0.9009999999999999,1.088,8.107999999999999,-9.04,August 1992,Serbian People’s Party
ETH,1994,90,Croatia,5.419,5.9110000000000005,4.433,,-1.97,-9.04,August 1992,Istrian Democratic Assembly
ETH,1994,90,Croatia,8.202,2.524,3.785,,0.0,-9.04,August 1992,Dalmatian Action
ETH,1994,90,Croatia,10.0,4.444,6.6670000000000025,,3.333,-9.04,August 1992,Democratic Alliance of Rijeka
ETH,1994,90,Croatia,7.874000000000001,4.293,4.962,3.178,0.45399999999999996,-9.04,August 1992,"Coalititon of Dalmatian Action, Istrian Democratic Assembly and Democratic Alliance of Rijeka"
LEF,1995,20,Croatia,0.752,0.0,14.286,8.93,3.008,-23.66,October 1995,Social Democratic Party of Croatia
LIB,1995,40,Croatia,5.850000000000001,2.925,3.656,11.552,13.894,4.61,October 1995,Croatian Social-Liberal Party
LIB,1995,40,Croatia,1.8780000000000001,2.347,3.286,3.0039999999999996,3.7560000000000002,4.61,October 1995,Croatian Independent Democrats
NAT,1995,70,Croatia,0.0,0.0,0.0,45.231,47.368,10.25,October 1995,Croatian Democratic Union
LIB,1995,40,Croatia,0.0,1.905,17.143,,13.333,4.61,October 1995,Croatian People’s Party
NAT,1995,70,Croatia,8.024000000000001,2.801,3.028,5.0089999999999995,14.005,10.25,October 1995,Croatian Party of Rights
AGR,1995,80,Croatia,4.902,1.9609999999999999,5.392,,-4.412,1.01,October 1995,Croatian Peasant Party
ETH,1995,90,Croatia,2.79,3.705,7.7929999999999975,18.259,3.6289999999999996,-9.04,October 1995,Joint List Bloc
ETH,1995,90,Croatia,0.84,5.042,4.202,,7.563,-9.04,October 1995,Croatian Party of Slavonia and Baranja
LEF,1996,20,Croatia,0.752,0.0,14.286,8.93,3.008,-23.66,October 1995,Social Democratic Party of Croatia
LIB,1996,40,Croatia,5.850000000000001,2.925,3.656,11.552,13.894,4.61,October 1995,Croatian Social-Liberal Party
LIB,1996,40,Croatia,1.8780000000000001,2.347,3.286,3.0039999999999996,3.7560000000000002,4.61,October 1995,Croatian Independent Democrats
NAT,1996,70,Croatia,0.0,0.0,0.0,45.231,47.368,10.25,October 1995,Croatian Democratic Union
LIB,1996,40,Croatia,0.0,1.905,17.143,,13.333,4.61,October 1995,Croatian People’s Party
NAT,1996,70,Croatia,8.024000000000001,2.801,3.028,5.0089999999999995,14.005,10.25,October 1995,Croatian Party of Rights
AGR,1996,80,Croatia,4.902,1.9609999999999999,5.392,,-4.412,1.01,October 1995,Croatian Peasant Party
ETH,1996,90,Croatia,2.79,3.705,7.7929999999999975,18.259,3.6289999999999996,-9.04,October 1995,Joint List Bloc
ETH,1996,90,Croatia,0.84,5.042,4.202,,7.563,-9.04,October 1995,Croatian Party of Slavonia and Baranja
LEF,1997,20,Croatia,0.752,0.0,14.286,8.93,3.008,-23.66,October 1995,Social Democratic Party of Croatia
LIB,1997,40,Croatia,5.850000000000001,2.925,3.656,11.552,13.894,4.61,October 1995,Croatian Social-Liberal Party
LIB,1997,40,Croatia,1.8780000000000001,2.347,3.286,3.0039999999999996,3.7560000000000002,4.61,October 1995,Croatian Independent Democrats
NAT,1997,70,Croatia,0.0,0.0,0.0,45.231,47.368,10.25,October 1995,Croatian Democratic Union
LIB,1997,40,Croatia,0.0,1.905,17.143,,13.333,4.61,October 1995,Croatian People’s Party
NAT,1997,70,Croatia,8.024000000000001,2.801,3.028,5.0089999999999995,14.005,10.25,October 1995,Croatian Party of Rights
AGR,1997,80,Croatia,4.902,1.9609999999999999,5.392,,-4.412,1.01,October 1995,Croatian Peasant Party
ETH,1997,90,Croatia,2.79,3.705,7.7929999999999975,18.259,3.6289999999999996,-9.04,October 1995,Joint List Bloc
ETH,1997,90,Croatia,0.84,5.042,4.202,,7.563,-9.04,October 1995,Croatian Party of Slavonia and Baranja
LEF,1998,20,Croatia,0.752,0.0,14.286,8.93,3.008,-23.66,October 1995,Social Democratic Party of Croatia
LIB,1998,40,Croatia,5.850000000000001,2.925,3.656,11.552,13.894,4.61,October 1995,Croatian Social-Liberal Party
LIB,1998,40,Croatia,1.8780000000000001,2.347,3.286,3.0039999999999996,3.7560000000000002,4.61,October 1995,Croatian Independent Democrats
NAT,1998,70,Croatia,0.0,0.0,0.0,45.231,47.368,10.25,October 1995,Croatian Democratic Union
LIB,1998,40,Croatia,0.0,1.905,17.143,,13.333,4.61,October 1995,Croatian People’s Party
NAT,1998,70,Croatia,8.024000000000001,2.801,3.028,5.0089999999999995,14.005,10.25,October 1995,Croatian Party of Rights
AGR,1998,80,Croatia,4.902,1.9609999999999999,5.392,,-4.412,1.01,October 1995,Croatian Peasant Party
ETH,1998,90,Croatia,2.79,3.705,7.7929999999999975,18.259,3.6289999999999996,-9.04,October 1995,Joint List Bloc
ETH,1998,90,Croatia,0.84,5.042,4.202,,7.563,-9.04,October 1995,Croatian Party of Slavonia and Baranja
LEF,1999,20,Croatia,0.752,0.0,14.286,8.93,3.008,-23.66,October 1995,Social Democratic Party of Croatia
LIB,1999,40,Croatia,5.850000000000001,2.925,3.656,11.552,13.894,4.61,October 1995,Croatian Social-Liberal Party
LIB,1999,40,Croatia,1.8780000000000001,2.347,3.286,3.0039999999999996,3.7560000000000002,4.61,October 1995,Croatian Independent Democrats
NAT,1999,70,Croatia,0.0,0.0,0.0,45.231,47.368,10.25,October 1995,Croatian Democratic Union
LIB,1999,40,Croatia,0.0,1.905,17.143,,13.333,4.61,October 1995,Croatian People’s Party
NAT,1999,70,Croatia,8.024000000000001,2.801,3.028,5.0089999999999995,14.005,10.25,October 1995,Croatian Party of Rights
AGR,1999,80,Croatia,4.902,1.9609999999999999,5.392,,-4.412,1.01,October 1995,Croatian Peasant Party
ETH,1999,90,Croatia,2.79,3.705,7.7929999999999975,18.259,3.6289999999999996,-9.04,October 1995,Joint List Bloc
ETH,1999,90,Croatia,0.84,5.042,4.202,,7.563,-9.04,October 1995,Croatian Party of Slavonia and Baranja
DIV,2000,98,Croatia,0.32299999999999995,1.6130000000000002,1.29,40.99100000000001,-11.613,-10.52,January 2000,Coalition of the Social Democratic Party of Croatia and the Croatian Social-liberal Party
LEF,2000,20,Croatia,0.249,0.249,2.985,,-7.213999999999999,-23.66,January 2000,Social Democratic Party of Croatia
LIB,2000,40,Croatia,0.0,0.0,0.0,1.176,40.0,4.61,January 2000,Liberal Party
NAT,2000,70,Croatia,4.9319999999999995,5.4110000000000005,1.712,24.46,-13.425,10.25,January 2000,Croatian Democratic Union
LIB,2000,40,Croatia,0.0,0.0,1.587,1.176,1.587,4.61,January 2000,Croatian People’s Party
NAT,2000,70,Croatia,3.681,0.613,4.294,5.19,-8.589,10.25,January 2000,Croatian Party of Rights
AGR,2000,80,Croatia,0.0,0.0,4.31,9.996,18.102999999999998,1.01,January 2000,Croatian Peasant Party
ETH,2000,90,Croatia,0.0,7.487,4.2780000000000005,2.352,-16.043,-9.04,January 2000,Istrian Democratic Assembly
DIV,2001,98,Croatia,0.32299999999999995,1.6130000000000002,1.29,40.99100000000001,-11.613,-10.52,January 2000,Coalition of the Social Democratic Party of Croatia and the Croatian Social-liberal Party
LEF,2001,20,Croatia,0.249,0.249,2.985,,-7.213999999999999,-23.66,January 2000,Social Democratic Party of Croatia
LIB,2001,40,Croatia,0.0,0.0,0.0,1.176,40.0,4.61,January 2000,Liberal Party
NAT,2001,70,Croatia,4.9319999999999995,5.4110000000000005,1.712,24.46,-13.425,10.25,January 2000,Croatian Democratic Union
LIB,2001,40,Croatia,0.0,0.0,1.587,1.176,1.587,4.61,January 2000,Croatian People’s Party
NAT,2001,70,Croatia,3.681,0.613,4.294,5.19,-8.589,10.25,January 2000,Croatian Party of Rights
AGR,2001,80,Croatia,0.0,0.0,4.31,9.996,18.102999999999998,1.01,January 2000,Croatian Peasant Party
ETH,2001,90,Croatia,0.0,7.487,4.2780000000000005,2.352,-16.043,-9.04,January 2000,Istrian Democratic Assembly
DIV,2002,98,Croatia,0.32299999999999995,1.6130000000000002,1.29,40.99100000000001,-11.613,-10.52,January 2000,Coalition of the Social Democratic Party of Croatia and the Croatian Social-liberal Party
LEF,2002,20,Croatia,0.249,0.249,2.985,,-7.213999999999999,-23.66,January 2000,Social Democratic Party of Croatia
LIB,2002,40,Croatia,0.0,0.0,0.0,1.176,40.0,4.61,January 2000,Liberal Party
NAT,2002,70,Croatia,4.9319999999999995,5.4110000000000005,1.712,24.46,-13.425,10.25,January 2000,Croatian Democratic Union
LIB,2002,40,Croatia,0.0,0.0,1.587,1.176,1.587,4.61,January 2000,Croatian People’s Party
NAT,2002,70,Croatia,3.681,0.613,4.294,5.19,-8.589,10.25,January 2000,Croatian Party of Rights
AGR,2002,80,Croatia,0.0,0.0,4.31,9.996,18.102999999999998,1.01,January 2000,Croatian Peasant Party
ETH,2002,90,Croatia,0.0,7.487,4.2780000000000005,2.352,-16.043,-9.04,January 2000,Istrian Democratic Assembly
DIV,2003,98,Croatia,1.391,1.391,0.0,4.047,-5.563,-10.52,November 2003,Coalition of the Croatian Social-liberal Party and the Democratic Centre
LEF,2003,20,Croatia,1.818,2.424,4.242,22.6,-14.545,-23.66,November 2003,Social Democratic Party of Croatia
LIB,2003,40,Croatia,12.367,8.834,2.12,2.7119999999999997,-11.307,4.61,November 2003,Liberal Party
NAT,2003,70,Croatia,2.674,4.619,0.405,33.913000000000004,7.374000000000001,10.25,November 2003,Croatian Democratic Union
LIB,2003,40,Croatia,0.29600000000000004,5.9170000000000025,7.396,8.0,-10.059,4.61,November 2003,Croatian People’s Party
NAT,2003,70,Croatia,13.333,0.0,0.0,6.4,57.333,10.25,November 2003,Croatian Party of Rights
AGR,2003,80,Croatia,7.383999999999999,2.3209999999999997,0.633,7.155,-5.907,1.01,November 2003,Croatian Peasant Party
ETH,2003,90,Croatia,0.0,0.0,8.824,,-5.8820000000000014,-9.04,November 2003,Independent Democratic Serbian Party
SIP,2003,95,Croatia,1.19,1.786,5.357,3.975,-24.405,3.36,November 2003,Croatian Party of Pensioners
DIV,2004,98,Croatia,1.391,1.391,0.0,4.047,-5.563,-10.52,November 2003,Coalition of the Croatian Social-liberal Party and the Democratic Centre
