year,parfam,countryname,environ,culture,equality,pervote,rile,electionDate,partyname
2001-01-01,20,Italy,8.304,4.4830000000000005,5.706,5.03,-31.991999999999997,May 2001,Communist Refoundation Party
2001-01-01,20,Italy,5.004,5.2379999999999995,0.938,1.67,-7.584000000000001,May 2001,Party of Italian Communists
2001-01-01,20,Italy,5.004,5.2379999999999995,0.938,16.56,-7.584000000000001,May 2001,Democrats of the Left
2001-01-01,30,Italy,5.004,5.2379999999999995,0.938,,-7.584000000000001,May 2001,Olive Tree
2001-01-01,40,Italy,5.004,5.2379999999999995,0.938,14.51,-7.584000000000001,May 2001,Daisy - Democracy is Freedom
2001-01-01,50,Italy,3.221,5.636,0.322,3.22,18.68,May 2001,White Flower
2001-01-01,60,Italy,3.221,5.636,0.322,29.42,18.68,May 2001,Go Italy
2001-01-01,60,Italy,3.221,5.636,0.322,0.95,18.68,May 2001,New Italian Socialist Party
2001-01-01,60,Italy,3.205,5.609,0.321,,19.551,May 2001,House of Freedom
2001-01-01,70,Italy,3.221,5.636,0.322,12.01,18.68,May 2001,National Alliance
2001-01-01,70,Italy,3.221,5.636,0.322,3.94,18.68,May 2001,Northern League
2001-01-01,95,Italy,3.145,0.0,1.8869999999999998,2.4,-8.805,May 2001,European Democracy
2001-01-01,95,Italy,10.288,2.877,0.349,3.9,-11.16,May 2001,List Di Pietro - Italy of Values
2006-01-01,10,Italy,4.73,5.36,1.65,2.0540000000000003,-17.71,April 2006,Green Federation
2006-01-01,20,Italy,4.73,5.36,1.65,5.843999999999999,-17.71,April 2006,Communist Refoundation Party
2006-01-01,20,Italy,4.73,5.36,1.65,2.319,-17.71,April 2006,Party of Italian Communists
2006-01-01,20,Italy,4.73,5.36,1.65,2.597,-17.71,April 2006,Rose in the Fist
2006-01-01,30,Italy,4.73,5.36,1.65,31.265,-17.71,April 2006,Olive Tree
2006-01-01,50,Italy,0.0,0.4,0.4,6.7620000000000005,48.19,April 2006,Union for Christian and Center Democrats
2006-01-01,60,Italy,0.0,0.4,0.4,23.709,48.19,April 2006,Go Italy
2006-01-01,60,Italy,0.0,0.4,0.4,0.748,48.19,April 2006,New Italian Socialist Party
2006-01-01,60,Italy,0.0,0.4,0.4,,48.19,April 2006,House of Freedom
2006-01-01,70,Italy,0.0,0.4,0.4,12.335999999999999,48.19,April 2006,National Alliance
2006-01-01,70,Italy,0.0,0.4,0.4,4.581,48.19,April 2006,Northern League
2006-01-01,95,Italy,4.73,5.36,1.65,2.299,-17.71,April 2006,List Di Pietro - Italy of Values
2006-01-01,90,Italy,4.73,5.36,1.65,,-17.71,April 2006,Autonomy Liberty Democracy (Aosta Valley)
2006-01-01,90,Italy,4.73,5.36,1.65,0.478,-17.71,April 2006,South Tyrolean People’s Party
2006-01-01,95,Italy,0.0,0.4,0.4,,48.19,April 2006,Italy in the World
2006-01-01,95,Italy,4.73,5.36,1.65,1.401,-17.71,April 2006,Popular Democratic Union for Europe
2006-01-01,98,Italy,4.73,5.36,1.65,,-17.71,April 2006,The Union – Prodi
2008-01-01,60,Italy,3.175,2.778,0.0,37.217,13.889000000000001,April 2008,People of Freedom
2008-01-01,30,Italy,4.04,0.0,1.01,33.163000000000004,-7.576000000000001,April 2008,Democratic Party
2008-01-01,50,Italy,0.0,0.0,0.0,5.69,-11.489,April 2008,Union of the Center
2008-01-01,70,Italy,0.0,0.0,0.0,8.073,-3.75,April 2008,Northern League
2008-01-01,95,Italy,0.0,0.0,0.0,4.364,9.302,April 2008,List Di Pietro - Italy of Values
2013-01-01,20,Italy,7.005,8.213000000000001,10.628,2.25,-20.531,February 2013,Civil Revolution
2013-01-01,60,Italy,6.19,3.333,0.952,21.566,3.81,February 2013,People of Freedom
2013-01-01,20,Italy,13.902999999999999,14.405,7.035,3.2039999999999997,-19.43,February 2013,Left Ecology Freedom
2013-01-01,30,Italy,0.0,0.0,18.627,25.423000000000002,-6.8629999999999995,February 2013,Democratic Party
2013-01-01,40,Italy,0.765,0.0,8.418000000000001,0.491,24.49,February 2013,Democratic Centre
2013-01-01,40,Italy,4.167,2.083,10.119,8.305,1.19,February 2013,Civic Choice
2013-01-01,50,Italy,1.671,0.0,5.728,1.7890000000000001,33.652,February 2013,Union of the Center
2013-01-01,60,Italy,7.592000000000001,9.761,0.6509999999999999,1.9580000000000002,15.835,February 2013,Brothers of Italy - National Centre-right
2013-01-01,60,Italy,0.379,0.0,1.136,0.22699999999999998,-10.227,February 2013,Labour and Freedom List
2013-01-01,70,Italy,6.19,3.333,0.952,3.861,3.81,February 2013,Northern League
2013-01-01,90,Italy,4.916,1.69,5.069,0.43200000000000005,6.7589999999999995,February 2013,South Tyrolean People’s Party
2013-01-01,90,Italy,9.091,0.0,0.0,0.05,-18.182000000000002,February 2013,Autonomy Progress Federalism Aosta Valley
2013-01-01,95,Italy,25.805999999999997,0.0,0.0,25.555,-49.032,February 2013,Five Star Movement
2018-01-01,20,Italy,17.815,2.613,5.938,0.56,-13.777000000000001,March 2018,Italy Europe Together
2018-01-01,30,Italy,11.189,4.196000000000001,10.839,3.466,-18.531,March 2018,Free and Equal
2018-01-01,50,Italy,7.6579999999999995,0.45,3.6039999999999996,0.618,-5.856,March 2018,Popular Civic List
2018-01-01,50,Italy,2.247,3.9330000000000003,0.0,1.2919999999999998,11.798,March 2018,Us with Italy
2018-01-01,90,Italy,0.0,0.0,0.0,0.396,5.8820000000000014,March 2018,Coalition of South Tyrolean People’s Party and Trentino Tyrolean Autonomist Party
2018-01-01,30,Italy,3.198,5.382000000000001,5.616000000000001,18.980999999999998,-8.268,March 2018,Democratic Party
2018-01-01,40,Italy,5.3,2.074,3.2260000000000004,2.662,-2.074,March 2018,More Europe
2018-01-01,60,Italy,3.125,2.083,5.207999999999999,13.525,15.625,March 2018,Go Italy
2018-01-01,60,Italy,6.593,7.143,1.6480000000000001,4.201000000000001,7.692,March 2018,Brothers of Italy
2018-01-01,70,Italy,10.610999999999999,5.267,1.527,17.488,4.656000000000001,March 2018,League
2018-01-01,95,Italy,22.84,0.998,0.7979999999999999,32.165,-7.428999999999999,March 2018,Five Star Movement
1977-01-01,20,Spain,0.775,1.9380000000000002,4.651,9.27,-13.953,June 1977,Communist Party of Spain
1977-01-01,30,Spain,1.068,3.5589999999999997,4.982,30.348000000000003,-9.253,June 1977,Spanish Socialist Workers’ Party
1977-01-01,40,Spain,1.8780000000000001,1.4080000000000001,6.103,34.829,-0.469,June 1977,Union of the Democratic Centre/Centrist Bloc
1977-01-01,60,Spain,0.0,0.0,2.5860000000000003,8.417,12.069,June 1977,Popular Alliance
1977-01-01,90,Spain,4.961,0.0,2.872,0.34,-23.499000000000002,June 1977,Basque Left
1977-01-01,90,Spain,2.381,1.19,2.381,1.703,-20.238,June 1977,Basque Nationalist Party
1977-01-01,90,Spain,1.817,3.287,1.557,0.21,-14.879000000000001,June 1977,Aragonese Regionalist Party
1977-01-01,90,Spain,2.83,2.83,6.604,0.7559999999999999,-28.302,June 1977,Catalan Republican Left
1977-01-01,90,Spain,3.516,0.879,1.758,0.01,-22.418000000000003,June 1977,Andalusian Party
1979-01-01,20,Spain,2.7960000000000003,5.099,1.8090000000000002,10.797,-21.053,March 1979,Communist Party of Spain
1979-01-01,30,Spain,1.4340000000000002,2.9989999999999997,3.259,30.489,-10.690999999999999,March 1979,Spanish Socialist Workers’ Party
1979-01-01,40,Spain,0.78,3.7439999999999998,2.6519999999999997,35.047,0.46799999999999997,March 1979,Union of the Democratic Centre/Centrist Bloc
1979-01-01,60,Spain,0.0,0.0,2.5860000000000003,6.459000000000001,12.069,March 1979,Popular Alliance
1979-01-01,90,Spain,0.914,3.108,0.914,2.687,8.227,March 1979,Convergence and Union
1979-01-01,90,Spain,4.961,0.0,2.872,0.48,-23.499000000000002,March 1979,Basque Left
1979-01-01,90,Spain,4.745,0.547,2.555,1.652,-25.546999999999997,March 1979,Basque Nationalist Party
1979-01-01,90,Spain,1.817,3.287,1.557,0.33,-14.879000000000001,March 1979,Aragonese Regionalist Party
1979-01-01,90,Spain,3.1910000000000003,0.0,0.0,0.686,-22.34,March 1979,Catalan Republican Left
1979-01-01,90,Spain,3.516,0.879,1.758,1.81,-22.418000000000003,March 1979,Andalusian Party
1982-01-01,20,Spain,3.089,2.574,1.931,4.1339999999999995,-31.403000000000002,October 1982,Communist Party of Spain
1982-01-01,30,Spain,2.18,4.063,3.32,48.38,-10.950999999999999,October 1982,Spanish Socialist Workers’ Party
1982-01-01,40,Spain,1.784,4.0489999999999995,3.157,6.809,-7.207000000000001,October 1982,Union of the Democratic Centre/Centrist Bloc
1982-01-01,40,Spain,0.0,0.0,2.5860000000000003,6.0,12.069,October 1982,Popular Democratic Party
1982-01-01,50,Spain,2.611,4.5889999999999995,1.5030000000000001,2.887,-14.953,October 1982,Centre Democrats
1982-01-01,60,Spain,1.9709999999999999,3.8710000000000004,1.541,20.5,13.262,October 1982,Popular Alliance
1982-01-01,90,Spain,0.914,3.108,0.914,3.6910000000000003,8.227,October 1982,Convergence and Union
1982-01-01,90,Spain,4.961,0.0,2.872,0.48,-23.499000000000002,October 1982,Basque Left
1982-01-01,90,Spain,3.9960000000000004,0.095,3.33,1.89,-6.565,October 1982,Basque Nationalist Party
1982-01-01,90,Spain,1.815,0.0,1.0959999999999999,0.66,-17.090999999999998,October 1982,Catalan Republican Left
1986-01-01,20,Spain,7.519,3.342,2.59,3.827,-25.313000000000002,June 1986,United Left
1986-01-01,30,Spain,2.21,2.6239999999999997,4.604,44.343999999999994,-11.648,June 1986,Spanish Socialist Workers’ Party
1986-01-01,40,Spain,2.5669999999999997,3.752,0.922,5.23,1.58,June 1986,Popular Democratic Party
1986-01-01,40,Spain,2.5669999999999997,3.752,0.922,2.74,1.58,June 1986,Liberal Party
1986-01-01,50,Spain,3.092,4.637,3.032,9.16,-13.08,June 1986,Centre Democrats
1986-01-01,60,Spain,1.636,3.843,2.093,18.17,13.165999999999999,June 1986,Popular Alliance
1986-01-01,90,Spain,0.418,1.42,1.0859999999999999,5.052,11.110999999999999,June 1986,Convergence and Union
1986-01-01,90,Spain,4.961,0.0,2.872,0.5329999999999999,-23.499000000000002,June 1986,Basque Left
1986-01-01,90,Spain,3.13,1.8259999999999998,1.391,1.5419999999999998,3.478,June 1986,Basque Nationalist Party
1986-01-01,90,Spain,1.817,3.287,1.557,0.36,-14.879000000000001,June 1986,Aragonese Regionalist Party
1986-01-01,90,Spain,0.439,0.0,2.193,0.617,-11.842,June 1986,Catalan Republican Left
1989-01-01,20,Spain,5.372999999999999,2.657,4.159,9.133,-40.035,October 1989,United Left
1989-01-01,30,Spain,4.0569999999999995,4.598,3.313,39.876999999999995,-22.311999999999998,October 1989,Spanish Socialist Workers’ Party
1989-01-01,50,Spain,4.25,1.2930000000000001,1.922,7.949,-4.4719999999999995,October 1989,Centre Democrats
1989-01-01,60,Spain,3.8480000000000003,4.6819999999999995,0.603,25.974,-3.1060000000000003,October 1989,People's Party
1989-01-01,90,Spain,2.418,2.273,1.112,5.072,-3.1910000000000003,October 1989,Convergence and Union
1989-01-01,90,Spain,4.961,0.0,2.872,0.52,-23.499000000000002,October 1989,Basque Left
1989-01-01,90,Spain,2.83,2.109,1.554,1.251,-11.987,October 1989,Basque Nationalist Party
1989-01-01,90,Spain,8.172,0.204,4.29,0.6729999999999999,-19.203,October 1989,Basque Solidarity
1989-01-01,90,Spain,1.817,3.287,1.557,0.35200000000000004,-14.879000000000001,October 1989,Aragonese Regionalist Party
1989-01-01,90,Spain,2.7,0.193,2.314,0.41600000000000004,-20.250999999999998,October 1989,Catalan Republican Left
1989-01-01,90,Spain,3.516,0.879,1.758,1.05,-22.418000000000003,October 1989,Andalusian Party
1993-01-01,20,Spain,6.076000000000001,2.41,4.06,9.63,-35.359,June 1993,United Left
1993-01-01,30,Spain,4.393,3.148,2.164,39.1,-23.213,June 1993,Spanish Socialist Workers’ Party
1993-01-01,50,Spain,3.7310000000000003,0.0,1.493,1.7719999999999998,-26.119,June 1993,Centre Democrats
1993-01-01,60,Spain,3.221,2.6839999999999997,0.9129999999999999,35.04,-8.427,June 1993,People's Party
1993-01-01,90,Spain,3.502,1.935,2.302,4.981,-11.474,June 1993,Convergence and Union
1993-01-01,90,Spain,4.656000000000001,2.7939999999999996,1.508,1.245,-0.31,June 1993,Basque Nationalist Party
1993-01-01,90,Spain,3.529,0.0,2.824,0.552,-20.941,June 1993,Basque Solidarity
1993-01-01,90,Spain,1.817,3.287,1.557,0.62,-14.879000000000001,June 1993,Aragonese Party
1993-01-01,90,Spain,5.272,1.645,3.1210000000000004,0.81,-15.774000000000001,June 1993,Catalan Republican Left
1993-01-01,90,Spain,3.516,0.879,1.758,0.41200000000000003,-22.418000000000003,June 1993,Andalusian Party
1993-01-01,90,Spain,5.088,0.93,7.44,0.88,-4.7589999999999995,June 1993,Canarian Coalition
1996-01-01,20,Spain,5.63,1.992,2.596,10.54,-26.485,March 1996,United Left
1996-01-01,30,Spain,5.582000000000001,1.9269999999999998,4.421,37.633,-4.109,March 1996,Spanish Socialist Workers’ Party
1996-01-01,60,Spain,2.8360000000000003,2.394,2.615,38.792,9.871,March 1996,People's Party
1996-01-01,90,Spain,5.324,0.643,1.469,4.598,1.04,March 1996,Convergence and Union
1996-01-01,90,Spain,5.182,3.2769999999999997,0.48700000000000004,1.273,-8.547,March 1996,Basque Nationalist Party
1996-01-01,90,Spain,8.63,0.24,5.9,0.46299999999999997,-15.27,March 1996,Basque Solidarity
1996-01-01,90,Spain,5.3,1.39,3.36,0.669,-14.3,March 1996,Catalan Republican Left
1996-01-01,90,Spain,5.006,0.935,7.5360000000000005,0.88,-5.116000000000001,March 1996,Canarian Coalition
1996-01-01,90,Spain,4.13,1.672,0.983,0.88,-9.833,March 1996,Galician Nationalist Bloc
2000-01-01,20,Spain,6.992000000000001,2.6639999999999997,4.805,5.449,-27.214000000000002,March 2000,United Left
2000-01-01,30,Spain,3.198,2.028,5.07,34.16,-19.657,March 2000,Spanish Socialist Workers’ Party
2000-01-01,60,Spain,4.738,4.162,2.572,44.523999999999994,3.5869999999999997,March 2000,People's Party
2000-01-01,90,Spain,3.1830000000000003,1.962,2.184,4.186,-0.444,March 2000,Convergence and Union
2000-01-01,90,Spain,6.592000000000001,3.498,0.807,1.527,-11.48,March 2000,Basque Nationalist Party
2000-01-01,90,Spain,8.63,0.24,5.9,0.435,-15.27,March 2000,Basque Solidarity
2000-01-01,90,Spain,1.817,3.287,1.557,0.33,-14.879000000000001,March 2000,Aragonese Party
2000-01-01,90,Spain,5.3,1.39,3.36,0.84,-14.3,March 2000,Catalan Republican Left
2000-01-01,90,Spain,4.69,4.77,2.01,0.89,-17.56,March 2000,Andalusian Party
2000-01-01,90,Spain,0.745,2.609,2.733,1.071,-11.18,March 2000,Canarian Coalition
2000-01-01,90,Spain,4.051,1.581,0.889,1.321,-9.98,March 2000,Galician Nationalist Bloc
2004-01-01,20,Spain,7.1480000000000015,5.111000000000001,5.611000000000001,4.96,-16.512,March 2004,United Left
2004-01-01,30,Spain,2.3480000000000003,6.106,5.234,42.586000000000006,-12.390999999999998,March 2004,Spanish Socialist Workers’ Party
2004-01-01,60,Spain,4.654,4.512,2.85,37.708,9.309,March 2004,People's Party
2004-01-01,90,Spain,3.282,2.9339999999999997,5.347,3.227,-0.251,March 2004,Convergence and Union
2004-01-01,90,Spain,0.185,0.0,2.7680000000000002,1.626,-11.624,March 2004,Basque Nationalist Party
2004-01-01,90,Spain,9.085,0.275,7.502000000000001,0.312,-11.356,March 2004,Basque Solidarity
2004-01-01,90,Spain,5.3229999999999995,1.131,3.593,2.519,-12.841,March 2004,Catalan Republican Left
2004-01-01,90,Spain,5.707999999999999,8.529,2.8539999999999996,0.7000000000000001,-12.062999999999999,March 2004,Andalusian Party
2004-01-01,90,Spain,2.333,3.111,3.556,0.9079999999999999,-9.111,March 2004,Canarian Coalition
2004-01-01,90,Spain,5.351,1.226,2.843,0.8059999999999999,-8.527999999999999,March 2004,Galician Nationalist Bloc
2004-01-01,90,Spain,9.754,5.777,2.557,0.364,-17.614,March 2004,Aragonist Council
2004-01-01,90,Spain,1.136,14.773,0.0,0.5700000000000001,-1.136,March 2004,Navarrese People's Union
2008-01-01,20,Spain,4.46,4.46,2.11,3.842,-16.403,March 2008,United Left
2008-01-01,30,Spain,7.992999999999999,4.436,4.348,44.138999999999996,-22.903000000000002,March 2008,Spanish Socialist Workers’ Party
2008-01-01,60,Spain,8.26,6.539,2.311,40.571,-3.786,March 2008,People's Party
2008-01-01,90,Spain,5.263,0.0,4.954,3.089,-9.598,March 2008,Convergence and Union
2008-01-01,90,Spain,11.364,0.0,3.03,1.21,-2.597,March 2008,Basque Nationalist Party
2008-01-01,90,Spain,15.325,0.0,4.7989999999999995,0.196,-6.6560000000000015,March 2008,Basque Solidarity
2008-01-01,90,Spain,4.934,1.6980000000000002,7.638999999999999,1.183,-10.769,March 2008,Catalan Republican Left
2008-01-01,90,Spain,8.685,1.902,2.895,0.655,-4.797,March 2008,Canarian Coalition
2008-01-01,90,Spain,3.8489999999999998,1.38,3.9219999999999997,0.8340000000000001,-11.91,March 2008,Galician Nationalist Bloc
2008-01-01,90,Spain,16.173,2.9610000000000003,3.872,0.14800000000000002,-13.780999999999999,March 2008,Aragonist Council
2008-01-01,90,Spain,1.19,14.286,0.0,0.5700000000000001,1.19,March 2008,Navarrese People's Union
2011-01-01,90,Spain,8.793000000000001,0.745,4.471,0.177,-16.393,November 2011,Future Yes
2011-01-01,95,Spain,0.0,0.0,8.621,1.39,-17.241,November 2011,Amaiur
2011-01-01,95,Spain,10.259,1.338,6.334000000000001,0.523,-23.461,November 2011,Commitment-Q
2011-01-01,20,Spain,4.177,3.071,9.398,7.021,-36.855,November 2011,United Left
2011-01-01,30,Spain,4.386,1.494,8.675,29.13,-27.229,November 2011,Spanish Socialist Workers’ Party
2011-01-01,40,Spain,5.397,3.81,4.2860000000000005,4.76,-22.221999999999998,November 2011,"Union, Progress and Democracy"
2011-01-01,60,Spain,2.247,2.508,2.821,45.24,-3.448,November 2011,People's Party
2011-01-01,90,Spain,2.653,1.7890000000000001,5.49,4.24,-10.857000000000001,November 2011,Convergence and Union
2011-01-01,90,Spain,3.2569999999999997,3.4789999999999996,3.8489999999999998,0.414,-17.839000000000002,November 2011,Forum Asturias
2011-01-01,90,Spain,3.1010000000000004,0.0,2.326,1.35,-11.110999999999999,November 2011,Basque Nationalist Party
2011-01-01,90,Spain,2.079,1.24,11.835,1.071,-21.910999999999998,November 2011,Catalan Republican Left
2011-01-01,90,Spain,0.52,0.13,5.202000000000001,0.6,-19.896,November 2011,Canarian Coalition
2011-01-01,90,Spain,4.957,1.724,6.034,0.7659999999999999,-31.25,November 2011,Galician Nationalist Bloc
2015-01-01,20,Spain,9.344,9.508,9.454,3.676,-45.683,December 2015,Popular Unity
2015-01-01,90,Spain,0.877,0.0,6.1400000000000015,0.8690000000000001,0.877,December 2015,Basque Country Unite
2015-01-01,90,Spain,6.159,2.57,6.202999999999999,3.688,-41.427,December 2015,In Common We Can
2015-01-01,90,Spain,6.102,3.7289999999999996,10.169,1.629,-42.034,December 2015,In Tide
2015-01-01,90,Spain,9.03,2.6830000000000003,9.236,2.6719999999999997,-34.83,December 2015,Commitment-We can-It is time
2015-01-01,90,Spain,3.2239999999999998,1.976,3.2239999999999998,2.25,-18.149,December 2015,Democracy and Freedom
2015-01-01,20,Spain,6.693000000000001,8.867000000000003,6.636,12.6,-32.952,December 2015,We can
2015-01-01,30,Spain,1.4369999999999998,3.997,7.231,21.995,-25.555999999999997,December 2015,Spanish Socialist Workers’ Party
2015-01-01,40,Spain,4.732,3.603,3.88,13.94,-16.035999999999998,December 2015,Citizens - Party of the Citizens
2015-01-01,60,Spain,1.851,3.955,5.048,28.705,-4.249,December 2015,People's Party
2015-01-01,90,Spain,1.129,0.0,2.032,1.199,-5.417999999999999,December 2015,Basque Nationalist Party
2015-01-01,90,Spain,0.998,1.83,3.827,2.387,-26.622,December 2015,Catalan Republican Left
2015-01-01,90,Spain,0.316,0.948,10.742,0.325,-14.692,December 2015,Canarian Coalition and Canarian Nationalist Party
2016-01-01,90,Spain,10.174,0.581,7.558,13.415999999999999,-36.919000000000004,June 2016,United We Can
2016-01-01,90,Spain,0.862,0.0,4.31,0.768,10.345,June 2016,Basque Country Unite
2016-01-01,90,Spain,6.159,2.57,6.202999999999999,3.5469999999999997,-41.427,June 2016,In Common We Can
2016-01-01,90,Spain,6.0,3.667,10.0,1.445,-43.0,June 2016,In Tide
2016-01-01,90,Spain,8.915000000000003,2.6489999999999996,9.119,2.7430000000000003,-34.488,June 2016,Valencian style
2016-01-01,20,Spain,6.693000000000001,8.867000000000003,6.636,,-32.952,June 2016,We can
2016-01-01,30,Spain,1.399,3.759,7.999000000000001,22.631999999999998,-24.624000000000002,June 2016,Spanish Socialist Workers’ Party
2016-01-01,40,Spain,4.217000000000001,2.7710000000000004,5.662999999999999,13.061,-27.349,June 2016,Citizens - Party of the Citizens
2016-01-01,60,Spain,1.851,3.955,5.048,33.015,-4.249,June 2016,People's Party
2016-01-01,90,Spain,1.129,0.0,2.032,1.193,-5.417999999999999,June 2016,Basque Nationalist Party
2016-01-01,90,Spain,2.4130000000000003,1.743,4.692,2.628,-24.263,June 2016,Catalan Republican Left
2016-01-01,90,Spain,0.302,1.208,9.97,0.325,-9.366,June 2016,Canarian Coalition and Canarian Nationalist Party
2016-01-01,90,Spain,3.18,2.104,3.327,2.01,-16.781,June 2016,Democratic Convergence of Catalonia
2019-01-01,90,Spain,0.0,0.0,20.0,1.0,-4.0,April 2019,Basque Country Unite
2019-01-01,20,Spain,3.8289999999999997,1.7409999999999999,8.529,9.445,-39.948,April 2019,We can
2019-01-01,20,Spain,7.763999999999999,3.5669999999999997,11.056,1.349,-39.781,April 2019,United Left
2019-01-01,30,Spain,2.324,5.004,11.662,28.899,-29.267,April 2019,Spanish Socialist Workers’ Party
2019-01-01,40,Spain,2.41,4.669,6.476,15.98,-10.542,April 2019,Citizens - Party of the Citizens
2019-01-01,60,Spain,2.391,2.818,7.002999999999999,16.828,6.063,April 2019,People's Party
2019-01-01,70,Spain,0.0,1.976,3.557,10.342,34.783,April 2019,Voice
2019-01-01,90,Spain,0.84,0.0,9.104,1.524,-11.625,April 2019,Basque Nationalist Party
2019-01-01,90,Spain,1.646,3.5660000000000003,7.076000000000001,3.9219999999999997,-30.335,April 2019,Catalan Republican Left
2019-01-01,90,Spain,2.847,1.025,8.087,0.53,-23.006999999999998,April 2019,Canarian Coalition–New Canaries
2019-01-01,90,Spain,3.892,1.916,3.892,1.922,-18.743,April 2019,Together for Catalonia
2019-01-01,90,Spain,0.0,0.9259999999999999,0.0,0.20199999999999999,0.0,April 2019,Regionalist Party of Cantabria
2019-01-01,90,Spain,6.582999999999999,7.524,9.404,0.667,-31.660999999999998,April 2019,More Commitment
2019-01-01,90,Spain,2.469,0.0,19.753,1.155,-35.802,November 2019,Basque Country Unite
2019-01-01,20,Spain,4.704,1.745,8.498,10.655,-37.633,November 2019,We can
2019-01-01,20,Spain,7.659,3.543,11.147,1.837,-39.657,November 2019,United Left
2019-01-01,20,Spain,10.392000000000001,6.218,9.54,1.692,-30.068,November 2019,More Country - Equo
2019-01-01,30,Spain,3.077,2.115,9.423,28.253,-28.654,November 2019,Spanish Socialist Workers’ Party
2019-01-01,40,Spain,3.7230000000000003,4.92,5.585,6.865,-15.293,November 2019,Citizens - Party of the Citizens
2019-01-01,60,Spain,3.7739999999999996,3.5380000000000003,4.481,20.993000000000002,4.481,November 2019,People's Party
2019-01-01,70,Spain,0.0,1.4780000000000002,3.448,15.210999999999999,33.005,November 2019,Voice
2019-01-01,90,Spain,0.8260000000000001,0.0,8.952999999999998,1.5759999999999998,-10.193,November 2019,Basque Nationalist Party
2019-01-01,90,Spain,1.696,3.445,6.7829999999999995,3.6630000000000003,-27.398000000000003,November 2019,Catalan Republican Left
2019-01-01,90,Spain,6.13,1.5330000000000001,5.364,0.517,-14.943,November 2019,Canarian Coalition–New Canaries
2019-01-01,90,Spain,5.606,0.723,8.318,0.501,-32.55,November 2019,Galician Nationalist Bloc
2019-01-01,90,Spain,3.886,1.8559999999999999,3.77,2.206,-16.879,November 2019,Together for Catalonia
2019-01-01,90,Spain,14.952,2.9789999999999996,9.275,0.73,-23.046999999999997,November 2019,More Commitment
2019-01-01,90,Spain,5.357,0.0,6.25,1.0270000000000001,-8.929,November 2019,Popular Unity Candidacy
2019-01-01,90,Spain,1.818,3.636,0.0,0.08199999999999999,-1.818,November 2019,Teruel exists
1974-01-01,20,Greece,0.205,0.0,5.7379999999999995,5.92,-28.689,November 1974,Communist Party of Greece
1974-01-01,30,Greece,0.368,0.0,13.628,13.575,-37.569,November 1974,Panhellenic Socialist Movement
1974-01-01,50,Greece,0.0,0.0,5.67,20.423,-32.99,November 1974,Centre Union
1974-01-01,50,Greece,0.0,0.0,2.381,54.373000000000005,-3.571,November 1974,New Democracy
1977-01-01,20,Greece,1.22,0.0,6.098,9.362,-15.244000000000002,November 1977,Communist Party of Greece
1977-01-01,30,Greece,5.917000000000001,4.253,4.771,25.343000000000004,-27.182,November 1977,Panhellenic Socialist Movement
1977-01-01,50,Greece,0.33299999999999996,1.6669999999999998,4.0,11.946,-16.333,November 1977,Union of the Democratic Centre
1977-01-01,50,Greece,0.0,0.0,0.0,41.841,32.298,November 1977,New Democracy
1977-01-01,60,Greece,0.0,0.0,1.754,6.8229999999999995,12.280999999999999,November 1977,National Alignment
1981-01-01,20,Greece,0.0,0.0,2.439,10.937999999999999,-6.098,October 1981,Communist Party of Greece
1981-01-01,30,Greece,3.2430000000000003,4.313,6.8870000000000005,48.074,-27.115,October 1981,Panhellenic Socialist Movement
1981-01-01,50,Greece,1.8430000000000002,0.0,3.2260000000000004,35.875,24.424,October 1981,New Democracy
1985-01-01,20,Greece,1.969,0.0,5.47,9.89,3.5010000000000003,June 1985,Communist Party of Greece
1985-01-01,30,Greece,3.545,4.809,4.285,45.824,-28.636999999999997,June 1985,Panhellenic Socialist Movement
1985-01-01,50,Greece,0.0,0.0,1.4669999999999999,40.843,3.667,June 1985,New Democracy
1989-01-01,20,Greece,7.345,1.695,2.825,13.126,-27.684,June 1989,Progressive Left Coalition
1989-01-01,30,Greece,3.8369999999999997,6.4110000000000005,3.115,39.126,-20.677,June 1989,Panhellenic Socialist Movement
1989-01-01,50,Greece,0.0,0.0,0.0,44.278,37.975,June 1989,New Democracy
1989-01-01,20,Greece,0.525,1.226,3.1519999999999997,10.968,5.604,November 1989,Progressive Left Coalition
1989-01-01,30,Greece,0.7190000000000001,0.959,3.597,40.676,-8.633000000000001,November 1989,Panhellenic Socialist Movement
1989-01-01,50,Greece,0.802,0.0,1.07,46.188,33.961,November 1989,New Democracy
1990-01-01,20,Greece,4.688,2.131,6.392,10.28,-19.317999999999998,April 1990,Progressive Left Coalition
1990-01-01,30,Greece,3.305,5.895,4.109,38.613,-29.701,April 1990,Panhellenic Socialist Movement
1990-01-01,50,Greece,1.604,0.0,2.1390000000000002,46.888999999999996,29.947,April 1990,New Democracy
1993-01-01,20,Greece,0.858,0.858,10.3,4.54,1.931,October 1993,Communist Party of Greece
1993-01-01,30,Greece,6.569,6.6739999999999995,3.529,46.883,-18.762999999999998,October 1993,Panhellenic Socialist Movement
1993-01-01,50,Greece,2.2119999999999997,0.0,2.2119999999999997,39.295,35.398,October 1993,New Democracy
1993-01-01,50,Greece,9.031,2.217,0.7390000000000001,4.874,-0.985,October 1993,Political Spring
1996-01-01,20,Greece,0.0,0.6,4.796,5.61,-11.030999999999999,September 1996,Communist Party of Greece
