,partyname,yearIndex,parfamName,culture,environ,equality,parfamCount,pervote,rile,staticRile,avgVote,countryname
18,Citizens for European Development of Bulgaria,2014,CHR,2.374,2.374,0.838,1,32.666,-1.2570000000000001,6.13,32.666,Bulgaria
19,Citizens for European Development of Bulgaria,2017,CHR,5.96,3.863,0.773,1,32.655,7.726,6.13,32.655,Bulgaria
20,Coalition for Bulgaria,2001,SOC,5.5729999999999995,4.025,0.929,1,17.148,2.786,-14.0,17.148,Bulgaria
21,Coalition for Bulgaria,2005,SOC,0.38,0.38,10.265999999999998,1,30.951999999999998,-22.814,-14.0,30.951999999999998,Bulgaria
22,Coalition for Bulgaria,2009,SOC,2.54,2.54,5.58,1,17.7,5.07,-14.0,17.7,Bulgaria
23,Coalition of Bulgarian Socialist Party,1991,SOC,8.314,1.848,2.54,1,33.14,1.848,-14.0,33.14,Bulgaria
24,"Coalition of Bulgarian Socialist Party, Bulgarian Agrarian People’s Union - Alexandar Stambolijski and Political Club 'Ekoglasnost'",1994,SOC,4.474,0.0,5.263,1,43.50100000000001,-2.6319999999999997,-14.0,43.50100000000001,Bulgaria
25,Democratic Left,1997,SOC,1.37,0.342,1.37,1,22.065,21.91800000000001,-14.0,22.065,Bulgaria
26,Democrats for a Strong Bulgaria,2005,LIB,5.727,6.388,1.432,1,6.436,11.674000000000001,4.61,6.436,Bulgaria
27,Euroleft Coalition,1997,SOC,1.376,1.376,0.45899999999999996,1,5.4979999999999976,26.147,-14.0,5.4979999999999976,Bulgaria
28,Movement for Rights and Freedoms,1990,ETH,0.0,0.0,0.0,1,8.027000000000001,19.643,-9.04,8.027000000000001,Bulgaria
29,Movement for Rights and Freedoms,1991,ETH,0.0,3.15,2.362,1,7.5470000000000015,-4.724,-9.04,7.5470000000000015,Bulgaria
30,Movement for Rights and Freedoms,1994,ETH,1.655,0.23600000000000002,1.655,1,5.442,8.038,-9.04,5.442,Bulgaria
31,Movement for Rights and Freedoms,1997,ETH,1.055,0.345,2.418,1,0.0,7.996,-9.04,0.0,Bulgaria
32,Movement for Rights and Freedoms,2001,ETH,0.455,0.455,3.182,1,7.451000000000001,7.955,-9.04,7.451000000000001,Bulgaria
33,Movement for Rights and Freedoms,2005,ETH,5.239,4.788,2.8,1,12.812000000000001,-1.716,-9.04,12.812000000000001,Bulgaria
34,Movement for Rights and Freedoms,2009,ETH,0.0,0.0,2.38,1,14.446,17.46,-9.04,14.446,Bulgaria
35,Movement for Rights and Freedoms,2013,ETH,1.8869999999999998,6.9179999999999975,1.8869999999999998,1,11.307,-23.899,-9.04,11.307,Bulgaria
36,Movement for Rights and Freedoms,2017,ETH,0.0,0.0,0.0,1,8.993,0.943,-9.04,8.993,Bulgaria
37,National Movement Simeon the Second,2001,LIB,3.025,3.214,0.7559999999999999,1,42.74100000000001,-10.775,4.61,42.74100000000001,Bulgaria
38,National Movement Simeon the Second,2005,LIB,5.058,1.946,2.335,1,19.882,-8.56,4.61,19.882,Bulgaria
39,National Union Attack,2005,NAT,0.0,0.0,0.0,1,8.137,10.526,10.25,8.137,Bulgaria
40,National Union Attack,2009,NAT,0.0,0.0,2.985,1,9.364,-8.209,10.25,9.364,Bulgaria
41,National Union Attack,2013,NAT,3.023,3.745,1.3090000000000002,1,7.297999999999999,-7.581,10.25,7.297999999999999,Bulgaria
42,National Union Attack,2014,NAT,0.0,0.0,3.488,1,4.516,-11.628,10.25,4.516,Bulgaria
43,"Order, Law and Justice",2009,CON,0.0,0.0,4.12,1,4.131,47.42,11.64,4.131,Bulgaria
44,Patriotic Front - NFSB and VMRO,2014,CON,1.6059999999999999,3.213,2.008,1,7.282999999999999,20.884,11.64,7.282999999999999,Bulgaria
45,People’s Union,1994,NAT,2.273,1.515,0.0,1,6.5070000000000014,1.515,10.25,6.5070000000000014,Bulgaria
46,Political Club ‘Ekoglasnost',1994,ECO,6.369,20.382,0.0,1,0.0,35.66900000000001,-13.65,0.0,Bulgaria
47,Political Club ‘Ekoglasnost',1997,ECO,0.741,12.593,0.741,1,0.0,19.259,-13.65,0.0,Bulgaria
48,Reformist bloc,2014,CON,8.915000000000003,4.651,3.8760000000000003,1,8.888,-6.5889999999999995,11.64,8.888,Bulgaria
49,Union of Democratic Forces,1990,LIB,4.941,3.261,0.988,1,36.211999999999996,22.035999999999998,4.61,36.211999999999996,Bulgaria
50,Union of Democratic Forces,1991,LIB,2.439,1.829,0.61,1,34.355,14.634,4.61,34.355,Bulgaria
51,Union of Democratic Forces,1994,LIB,2.673,3.786,1.5590000000000002,1,24.228,23.608,4.61,24.228,Bulgaria
52,Union of National Salvation,1997,DIV,1.8019999999999998,1.8019999999999998,0.0,1,7.566,13.514000000000001,-10.52,7.566,Bulgaria
53,United Democratic Forces,1997,LIB,1.2819999999999998,4.359,0.513,1,52.238,21.795,4.61,52.238,Bulgaria
54,United Democratic Forces,2001,LIB,3.213,1.85,0.48700000000000004,1,18.18,13.535,4.61,18.18,Bulgaria
55,United Democratic Forces,2005,LIB,1.8319999999999999,0.524,2.88,1,7.684,13.089,4.61,7.684,Bulgaria
56,United Patriots,2017,NAT,2.041,2.041,0.0,1,9.066,24.49,10.25,9.066,Bulgaria
57,Will,2017,CON,10.507,2.536,1.449,1,4.145,8.333,11.64,4.145,Bulgaria
0,"Centre, Democracy and Progress",1973,CHR,0.0,0.0,4.2,1,3.85,-4.0,6.13,3.85,France
1,Centrist Alliance,2012,CON,0.0,4.167,1.389,1,0.601,-16.667,11.64,0.601,France
2,Democratic Centre,1967,CHR,0.0,0.0,0.0,1,14.093,7.3,6.13,14.093,France
3,Democratic Movement,2007,CON,4.11,4.452,5.822,1,7.612999999999999,-3.767,11.64,7.612999999999999,France
4,Democratic Movement,2012,CON,3.39,6.295,6.295,1,1.765,-19.613,11.64,1.765,France
5,Democratic Movement,2017,CON,1.5490000000000002,3.319,7.08,1,4.115,-17.92,11.64,4.115,France
6,Democratic Union of the Fifth Republic - Gaulists,1967,CON,0.0,0.0,10.8,1,32.953,11.0,11.64,32.953,France
7,Ecology Generation,1997,ECO,1.626,13.821,4.878,1,2.674,0.0,-13.65,2.674,France
8,Europe Ecology - The Greens,2012,ECO,3.363,14.071,5.132999999999999,1,5.465,-36.106,-13.65,5.465,France
9,Europe Ecology - The Greens,2017,ECO,2.273,15.0,6.818000000000001,1,4.297,-8.636000000000001,-13.65,4.297,France
10,French Communist Party,1946,LEF,0.0,0.0,4.878,1,28.585,18.902,-23.66,28.585,France
11,French Communist Party,1951,LEF,0.325,0.0,6.818000000000001,1,26.434,0.325,-23.66,26.434,France
12,French Communist Party,1956,LEF,0.5670000000000001,0.0,4.249,1,25.659000000000002,0.85,-23.66,25.659000000000002,France
13,French Communist Party,1958,LEF,2.8,0.0,0.0,1,18.886,-51.4,-23.66,18.886,France
14,French Communist Party,1962,LEF,2.7,0.7000000000000001,9.4,1,21.875,-35.6,-23.66,21.875,France
15,French Communist Party,1967,LEF,3.2,1.1,5.3,1,22.506,-50.2,-23.66,22.506,France
16,French Communist Party,1968,LEF,2.4,1.6,8.700000000000001,1,20.024,-46.1,-23.66,20.024,France
17,French Communist Party,1973,LEF,2.1,1.2,6.600000000000001,1,21.41,-31.4,-23.66,21.41,France
18,French Communist Party,1978,LEF,1.6,1.6,8.700000000000001,1,20.612,-39.9,-23.66,20.612,France
19,French Communist Party,1981,LEF,2.4,1.2,10.7,1,16.125999999999998,-32.3,-23.66,16.125999999999998,France
20,French Communist Party,1986,LEF,1.7,0.8,12.6,1,9.688,-26.1,-23.66,9.688,France
21,French Communist Party,1988,LEF,1.8,1.8,9.1,1,11.175,-19.8,-23.66,11.175,France
22,French Communist Party,1993,LEF,1.361,0.0,6.803,1,9.14,-38.095,-23.66,9.14,France
23,French Communist Party,1997,LEF,1.429,2.8569999999999998,14.286,1,9.901,-32.857,-23.66,9.901,France
24,French Communist Party,2002,LEF,0.0,1.25,13.75,1,4.91,-17.5,-23.66,4.91,France
25,French Communist Party,2007,LEF,5.332999999999998,2.333,8.0,1,4.287,-48.0,-23.66,4.287,France
26,French Communist Party,2017,LEF,0.0,0.0,8.333,1,2.717,-16.667,-23.66,2.717,France
27,French Section of the Workers' International,1946,SOC,4.526,0.0,3.8789999999999996,1,17.872,-14.44,-14.0,17.872,France
28,French Section of the Workers' International,1951,SOC,0.0,0.0,4.046,1,14.349,-15.607000000000001,-14.0,14.349,France
29,French Section of the Workers' International,1956,SOC,0.8130000000000001,0.0,8.943,1,15.110999999999999,-41.056999999999995,-14.0,15.110999999999999,France
30,French Section of the Workers' International,1958,SOC,0.0,0.0,0.0,1,15.475999999999999,-19.4,-14.0,15.475999999999999,France
31,French Section of the Workers' International,1962,SOC,2.7,0.0,8.0,1,12.432,-49.5,-14.0,12.432,France
32,French Section of the Workers' International,1967,SOC,2.2,0.0,7.5,1,11.37,-38.0,-14.0,11.37,France
33,French Section of the Workers' International,1968,SOC,5.100000000000001,0.0,6.8,1,9.86,-42.5,-14.0,9.86,France
34,Indomitable France,2017,LEF,1.5590000000000002,8.967000000000002,7.018,1,11.025,-30.019000000000002,-23.66,11.025,France
35,Left Front,2012,LEF,6.024,2.276,9.371,1,6.909,-47.925,-23.66,6.909,France
36,Left Radical Party,2012,LEF,0.0,1.965,7.86,1,1.653,-35.808,-23.66,1.653,France
37,Left Radical Party,2017,LEF,1.8619999999999999,2.98,4.842000000000001,1,0.469,-10.056000000000001,-23.66,0.469,France
38,National Centre of Independents and Peasants - Conservatives,1951,CON,1.166,0.0,1.6480000000000001,1,13.89,27.20300000000001,11.64,13.89,France
39,National Centre of Independents and Peasants - Conservatives,1956,CON,0.413,0.0,1.653,1,15.159,28.926,11.64,15.159,France
40,National Centre of Independents and Peasants - Conservatives,1958,CON,0.4,0.0,2.9,1,19.964000000000002,19.7,11.64,19.964000000000002,France
41,National Centre of Independents and Peasants - Conservatives,1962,CON,1.3,0.6,4.5,1,11.515,11.4,11.64,11.515,France
42,National Centre of Independents and Peasants - Conservatives,1967,CON,1.3,0.6,4.5,1,3.26,11.4,11.64,3.26,France
43,National Centre of Independents and Peasants - Conservatives,1968,CON,1.3,0.6,4.5,1,1.94,11.4,11.64,1.94,France
44,National Centre of Independents and Peasants - Conservatives,1973,CON,1.3,0.6,4.5,1,3.41,11.4,11.64,3.41,France
45,National Centre of Independents and Peasants - Conservatives,1978,CON,1.3,0.6,4.5,1,1.87,11.4,11.64,1.87,France
46,National Front,1986,NAT,1.3430000000000002,1.493,0.746,1,9.828,29.254,10.25,9.828,France
47,National Front,1988,NAT,0.672,4.746,0.373,1,9.788,39.96,10.25,9.788,France
48,National Front,1993,NAT,0.672,4.746,0.373,1,12.68,39.96,10.25,12.68,France
49,National Front,1997,NAT,0.0,8.0,0.0,1,14.932,50.667,10.25,14.932,France
50,National Front,2002,NAT,4.167,5.449,0.6409999999999999,1,11.12,27.564,10.25,11.12,France
51,National Front,2007,NAT,2.8569999999999998,4.6530000000000005,1.143,1,4.289,28.49,10.25,4.289,France
52,National Front,2012,NAT,1.347,3.7039999999999997,1.347,1,13.595999999999998,8.081,10.25,13.595999999999998,France
53,National Front,2017,NAT,3.766,2.092,5.858000000000001,1,13.2,1.6740000000000002,10.25,13.2,France
54,New Centre,2012,CON,7.778,3.889,12.639000000000001,1,2.1959999999999997,-24.028000000000002,11.64,2.1959999999999997,France
55,Popular Republican Movement,1946,CHR,0.0,0.0,1.045,1,26.340999999999998,48.431999999999995,6.13,26.340999999999998,France
56,Popular Republican Movement,1951,CHR,0.685,0.0,2.235,1,12.388,25.928,6.13,12.388,France
57,Popular Republican Movement,1956,CHR,1.37,0.0,3.425,1,11.011,3.425,6.13,11.011,France
58,Popular Republican Movement,1958,CHR,5.0,0.0,5.7,1,11.09,-12.5,6.13,11.09,France
59,Popular Republican Movement,1962,CHR,0.0,0.0,10.0,1,7.875,-6.600000000000001,6.13,7.875,France
60,Progress and Modern Democracy,1968,CHR,0.0,0.0,4.2,1,10.470999999999998,-4.0,6.13,10.470999999999998,France
61,Radical Party,2012,LIB,1.0490000000000002,3.846,4.1960000000000015,1,1.237,-22.378,4.61,1.237,France
62,Radical Socialist Party,1946,LIB,0.0,0.0,2.1390000000000002,1,12.401,37.433,4.61,12.401,France
63,Radical Socialist Party,1951,LIB,0.0,0.0,3.07,1,9.868,15.383,4.61,9.868,France
64,Radical Socialist Party,1956,LIB,0.0,0.0,4.0,1,15.017999999999999,-6.6670000000000025,4.61,15.017999999999999,France
65,Radical Socialist Party,1958,LIB,0.0,0.0,12.0,1,9.651,8.0,4.61,9.651,France
66,Radical Socialist Party,1962,LIB,1.5,1.0,0.0,1,7.421,-20.3,4.61,7.421,France
67,Radical Socialist Party,1967,LIB,2.2,0.0,7.5,1,7.53,-38.0,4.61,7.53,France
68,Radical Socialist Party,1968,LIB,5.100000000000001,0.0,6.8,1,6.67,-42.5,4.61,6.67,France
69,Rally for the French People - Gaullists,1946,CON,0.862,0.0,0.862,1,1.6280000000000001,25.0,11.64,1.6280000000000001,France
70,Rally for the French People - Gaullists,1951,CON,0.862,0.0,0.862,1,21.566999999999997,25.0,11.64,21.566999999999997,France
71,Rally for the French People - Gaullists,1956,CON,0.8310000000000001,0.0,2.681,1,3.92,20.35,11.64,3.92,France
72,Rally for the Republic,1993,CON,2.362,3.15,4.724,1,20.24,-4.724,11.64,20.24,France
73,Rally for the Republic,1997,CON,1.639,3.279,8.197000000000001,1,16.801,3.279,11.64,16.801,France
74,Rally for the Republic - Gaullists,1978,CON,1.4,0.7000000000000001,5.5,1,22.835,19.1,11.64,22.835,France
75,Reformers’ Movement,1973,CHR,0.9,1.8,9.0,1,13.3,-11.7,6.13,13.3,France
76,Republic Onwards!,2017,LIB,1.105,3.0389999999999997,11.878,1,28.212,0.0,4.61,28.212,France
77,Republican Party of Liberty - Conservatives,1946,CON,1.9180000000000001,0.0,1.6440000000000001,1,12.839,25.479,11.64,12.839,France
78,Socialist Party,1973,SOC,0.0,1.2,6.9,1,19.102999999999998,-41.5,-14.0,19.102999999999998,France
79,Socialist Party,1978,SOC,1.6,1.6,6.4,1,22.789,-39.2,-14.0,22.789,France
80,Socialist Party,1981,SOC,7.8,0.0,5.2,1,36.57,-27.8,-14.0,36.57,France
81,Socialist Party,1986,SOC,1.2,1.2,12.2,1,31.299,-8.6,-14.0,31.299,France
82,Socialist Party,1988,SOC,2.5,1.7,12.7,1,36.556999999999995,-13.6,-14.0,36.556999999999995,France
83,Socialist Party,1993,SOC,1.6,3.2,6.4,1,19.04,-23.2,-14.0,19.04,France
84,Socialist Party,1997,SOC,2.7969999999999997,4.1960000000000015,11.888,1,25.484,-13.287,-14.0,25.484,France
85,Socialist Party,2002,SOC,2.299,0.5750000000000001,12.644,1,25.29,-16.092,-14.0,25.29,France
86,Socialist Party,2007,SOC,5.316,3.322,6.645,1,24.733,-21.261999999999997,-14.0,24.733,France
87,Socialist Party,2012,SOC,5.607,3.2710000000000004,6.5420000000000025,1,29.354,-32.71,-14.0,29.354,France
88,Socialist Party,2017,SOC,3.947,3.947,9.211,1,7.441,-28.947,-14.0,7.441,France
89,The Greens,1993,ECO,3.077,15.385,6.154,1,7.84,-26.154,-13.65,7.84,France
90,The Greens,1997,ECO,0.0,25.0,12.5,1,3.592,-27.083000000000002,-13.65,3.592,France
91,The Greens,2002,ECO,0.0,20.677,11.277999999999999,1,4.44,-12.782,-13.65,4.44,France
92,The Greens,2007,ECO,4.593999999999999,13.783,7.962999999999999,1,3.2510000000000003,-30.16800000000001,-13.65,3.2510000000000003,France
93,The Republicans,2017,CON,0.778,4.28,7.393,1,15.774000000000001,13.619000000000002,11.64,15.774000000000001,France
94,Union for French Democracy,1978,CON,5.455,5.455,0.0,1,22.017,10.909,11.64,22.017,France
95,Union for French Democracy,1981,CON,5.455,5.455,0.0,1,18.945,10.909,11.64,18.945,France
96,Union for French Democracy,1986,CON,5.455,5.455,0.0,1,15.829,10.909,11.64,15.829,France
97,Union for French Democracy,1988,CON,5.455,5.455,0.0,1,18.574,10.909,11.64,18.574,France
98,Union for French Democracy,1993,CON,5.455,5.455,0.0,1,19.62,10.909,11.64,19.62,France
99,Union for French Democracy,1997,CON,1.639,3.279,8.197000000000001,1,14.689,3.279,11.64,14.689,France
100,Union for French Democracy,2002,CON,8.646,4.899,1.4409999999999998,1,4.79,7.205,11.64,4.79,France
101,Union for a New Majority - Conservatives/Gaullists,1981,CON,1.8,0.9,6.3,1,2.72,15.4,11.64,2.72,France
102,Union for a New Majority - Conservatives/Gaullists,1986,CON,1.8,0.9,6.3,1,1.92,15.4,11.64,1.92,France
103,Union for a New Majority - Conservatives/Gaullists,1988,CON,1.8,0.9,6.3,1,2.73,15.4,11.64,2.73,France
104,Union for a New Majority - Gaullists/Conservatives,1981,CON,1.8,0.9,6.3,1,21.241999999999997,15.4,11.64,21.241999999999997,France
105,Union for a New Majority - Gaullists/Conservatives,1986,CON,2.5,1.3,2.5,1,26.843000000000004,40.5,11.64,26.843000000000004,France
106,Union for a New Majority - Gaullists/Conservatives,1988,CON,0.0,0.0,6.4,1,19.076,23.5,11.64,19.076,France
107,Union for a Popular Movement,2007,CON,5.5729999999999995,6.099,3.891,1,39.54,-11.987,11.64,39.54,France
108,Union for a Popular Movement,2012,CON,3.178,0.847,2.7539999999999996,1,27.116,-2.331,11.64,27.116,France
109,Union for the Defence of Traders and Artisans - Poujadists,1956,CON,0.0,0.0,1.37,1,11.558,21.461,11.64,11.558,France
110,Union for the Defence of the Republic - Gaullists,1968,CON,0.0,0.0,7.8,1,38.029,31.3,11.64,38.029,France
111,Union for the New Republic - Gaullists,1958,CON,0.8,0.0,4.5,1,20.638,15.7,11.64,20.638,France
112,Union for the New Republic - Gaullists,1962,CON,0.8,0.3,3.7,1,33.696,9.6,11.64,33.696,France
113,Union for the Presidential Majority,2002,CON,0.469,3.286,3.286,1,33.37,-8.92,11.64,33.37,France
114,Union of Democrats and Independents,2017,LIB,0.778,4.28,7.393,1,3.034,13.619000000000002,4.61,3.034,France
115,Union of Democrats for the Republic - Gaullists,1973,CON,3.1,2.4,5.5,1,25.965999999999998,9.6,11.64,25.965999999999998,France
0,Association of Independent Social Democrats,1980,SOC,6.5089999999999995,1.775,1.183,1,1.55,4.734,-14.0,1.55,Portugal
1,Democratic Intervention,1987,SOC,3.125,0.0,5.207999999999998,1,0.804,32.292,-14.0,0.804,Portugal
2,Democratic Renewal Party,1985,SOC,1.786,0.0,7.143,1,18.526,17.857,-14.0,18.526,Portugal
3,Democratic Renewal Party,1987,SOC,1.786,0.0,7.143,1,5.046,17.857,-14.0,5.046,Portugal
4,Ecologist Party ‘The Greens',1983,ECO,6.25,46.875,6.25,1,0.42,15.625,-13.65,0.42,Portugal
5,Ecologist Party ‘The Greens',1985,ECO,3.125,34.549,3.125,1,0.42,30.961,-13.65,0.42,Portugal
6,Ecologist Party ‘The Greens',1987,ECO,0.0,22.221999999999998,0.0,1,0.402,46.29600000000001,-13.65,0.402,Portugal
7,Ecologist Party ‘The Greens',2002,ECO,0.0,53.488,10.078,1,1.167,9.302,-13.65,1.167,Portugal
8,Ecologist Party ‘The Greens',2005,ECO,0.0,43.04600000000001,5.96,1,1.0859999999999999,-27.815,-13.65,1.0859999999999999,Portugal
9,Ecologist Party ‘The Greens',2009,ECO,0.0,33.33,8.33,1,1.089,-25.0,-13.65,1.089,Portugal
10,Ecologist Party ‘The Greens',2011,ECO,0.0,11.811,9.449,1,1.0290000000000001,-14.173,-13.65,1.0290000000000001,Portugal
11,Ecologist Party ‘The Greens',2015,ECO,3.971,16.968,7.22,1,1.008,-14.079,-13.65,1.008,Portugal
12,Ecologist Party ‘The Greens',2019,ECO,0.474,23.697,7.109,1,1.057,-31.28,-13.65,1.057,Portugal
13,Enough,2019,NAT,2.077,2.374,0.7909999999999999,1,1.358,47.87300000000001,10.25,1.358,Portugal
14,Free,2019,ECO,2.571,16.095,9.524,1,1.1440000000000001,-24.095,-13.65,1.1440000000000001,Portugal
15,Left Bloc,1999,LEF,3.6460000000000004,5.468999999999999,15.365,1,2.481,-27.604,-23.66,2.481,Portugal
16,Left Bloc,2002,LEF,0.0,0.621,8.82,1,2.795,-20.248,-23.66,2.795,Portugal
17,Left Bloc,2005,LEF,3.6889999999999996,6.967000000000001,12.602,1,6.5420000000000025,-28.636999999999997,-23.66,6.5420000000000025,Portugal
18,Left Bloc,2009,LEF,2.96,9.84,6.44,1,10.134,-28.66,-23.66,10.134,Portugal
19,Left Bloc,2011,LEF,2.602,4.25,5.551,1,5.393,-35.82,-23.66,5.393,Portugal
20,Left Bloc,2015,LEF,4.809,8.439,6.987,1,10.581,-26.679000000000002,-23.66,10.581,Portugal
21,Left Bloc,2019,LEF,2.967,3.904,14.055,1,10.009,-34.513000000000005,-23.66,10.009,Portugal
22,Leftwing Union for the Socialist Democracy,1980,SOC,6.5089999999999995,1.775,1.183,1,1.55,4.734,-14.0,1.55,Portugal
23,Liberal Iniciative,2019,LIB,0.253,1.1540000000000001,1.515,1,1.355,13.853,4.61,1.355,Portugal
24,National Solidarity Party,1991,SIP,5.525,7.735,4.42,1,1.706,-1.105,3.36,1.706,Portugal
25,People-Animals-Nature,2015,ECO,1.58,33.791,4.121,1,1.443,-19.368,-13.65,1.443,Portugal
26,People-Animals-Nature,2019,ECO,3.2039999999999997,21.586,8.981,1,3.4930000000000003,-25.47300000000001,-13.65,3.4930000000000003,Portugal
27,Popular Democratic Movement,1975,SOC,3.03,0.0,1.515,1,4.43,-37.879,-14.0,4.43,Portugal
28,Popular Democratic Movement,1979,SOC,4.098,0.0,3.279,1,1.25,6.557,-14.0,1.25,Portugal
29,Popular Democratic Movement,1980,SOC,1.083,0.361,0.0,1,0.85,38.266999999999996,-14.0,0.85,Portugal
30,Popular Democratic Movement,1983,SOC,0.61,0.61,1.22,1,1.27,15.854000000000001,-14.0,1.27,Portugal
31,Popular Democratic Movement,1985,SOC,0.0,1.9609999999999999,2.9410000000000003,1,1.26,-30.392,-14.0,1.26,Portugal
32,Popular Democratic Party,1975,CON,1.8869999999999998,0.0,18.868,1,28.35,-1.8869999999999998,11.64,28.35,Portugal
33,Popular Democratic Party,1976,CON,0.0,0.0,7.143,1,25.24,-3.571,11.64,25.24,Portugal
34,Popular Democratic Union,1975,LEF,0.0,0.0,4.959000000000001,1,0.84,-55.372,-23.66,0.84,Portugal
35,Popular Democratic Union,1976,LEF,0.0,0.0,1.176,1,1.7790000000000001,-34.118,-23.66,1.7790000000000001,Portugal
36,Popular Democratic Union,1979,LEF,0.0,1.379,2.759,1,2.225,-15.172,-23.66,2.225,Portugal
37,Popular Democratic Union,1980,LEF,0.722,0.0,6.859,1,1.4180000000000001,-2.166,-23.66,1.4180000000000001,Portugal
38,Popular Democratic Union,1983,LEF,0.0,0.0,0.0,1,0.4970000000000001,28.570999999999998,-23.66,0.4970000000000001,Portugal
39,Popular Democratic Union,1985,LEF,0.5920000000000001,1.183,2.9589999999999996,1,1.304,-7.692,-23.66,1.304,Portugal
40,Popular Democratic Union,1987,LEF,1.8869999999999998,1.8869999999999998,7.5470000000000015,1,0.924,12.264000000000001,-23.66,0.924,Portugal
41,Popular Monarchist Party,1976,NAT,0.0,0.0,4.444,1,0.5479999999999999,18.889,10.25,0.5479999999999999,Portugal
42,Popular Monarchist Party,1979,NAT,4.638,5.652,2.029,1,1.81,9.42,10.25,1.81,Portugal
43,Popular Monarchist Party,1980,NAT,2.37,2.37,10.19,1,2.16,19.430999999999997,10.25,2.16,Portugal
44,Popular Monarchist Party,1983,NAT,12.8,14.4,0.0,1,0.502,9.6,10.25,0.502,Portugal
45,Portugal Ahead,2015,CON,4.087,6.4579999999999975,4.945,1,40.034,0.605,11.64,40.034,Portugal
46,Portuguese Communist Party,1975,LEF,0.0,0.0,0.0,1,13.46,-44.58600000000001,-23.66,13.46,Portugal
47,Portuguese Communist Party,1976,LEF,3.279,0.0,1.639,1,15.297,-16.393,-23.66,15.297,Portugal
48,Portuguese Communist Party,1979,LEF,4.098,0.0,3.279,1,18.27,6.557,-23.66,18.27,Portugal
49,Portuguese Communist Party,1980,LEF,1.083,0.361,0.0,1,16.48,38.266999999999996,-23.66,16.48,Portugal
50,Portuguese Communist Party,1983,LEF,0.939,0.469,0.469,1,16.99,20.656999999999996,-23.66,16.99,Portugal
51,Portuguese Communist Party,1985,LEF,0.0,0.0,1.626,1,14.29,22.764,-23.66,14.29,Portugal
52,Portuguese Communist Party,1987,LEF,0.6409999999999999,1.923,3.205,1,11.254000000000001,30.128,-23.66,11.254000000000001,Portugal
53,Portuguese Communist Party,1991,LEF,7.903,3.8989999999999996,8.957000000000003,1,0.0,-15.120999999999999,-23.66,0.0,Portugal
54,Portuguese Communist Party,1995,LEF,7.267,3.315,7.904,1,0.0,-24.18,-23.66,0.0,Portugal
55,Portuguese Communist Party,1999,LEF,7.121,3.4389999999999996,7.395,1,0.0,-29.063000000000002,-23.66,0.0,Portugal
56,Portuguese Communist Party,2002,LEF,3.991,5.202999999999999,7.021,1,5.8329999999999975,-21.276,-23.66,5.8329999999999975,Portugal
57,Portuguese Communist Party,2005,LEF,3.699,4.9110000000000005,5.899,1,6.513999999999999,-23.884,-23.66,6.513999999999999,Portugal
58,Portuguese Communist Party,2009,LEF,1.99,1.56,7.19,1,7.081,-21.82,-23.66,7.081,Portugal
59,Portuguese Communist Party,2011,LEF,0.0,0.0,9.0,1,7.201000000000001,-15.0,-23.66,7.201000000000001,Portugal
60,Portuguese Communist Party,2015,LEF,3.554,2.1319999999999997,5.188,1,7.558,-20.682,-23.66,7.558,Portugal
61,Portuguese Communist Party,2019,LEF,2.8710000000000004,1.722,7.1770000000000005,1,5.2829999999999995,-31.77,-23.66,5.2829999999999995,Portugal
62,Social Democratic Center Party,1975,CHR,0.98,0.98,0.98,1,8.22,-3.9219999999999997,6.13,8.22,Portugal
63,Social Democratic Center Party,1976,CHR,0.0,0.521,0.521,1,16.69,-3.6460000000000004,6.13,16.69,Portugal
64,Social Democratic Center Party,1979,CHR,4.638,5.652,2.029,1,15.21,9.42,6.13,15.21,Portugal
65,Social Democratic Center Party,1980,CHR,2.37,2.37,10.19,1,16.57,19.430999999999997,6.13,16.57,Portugal
66,Social Democratic Center Party,1983,CHR,0.0,0.0,0.0,1,12.718,38.393,6.13,12.718,Portugal
67,Social Democratic Center Party,1985,CHR,0.0,0.0,1.25,1,10.002,22.5,6.13,10.002,Portugal
68,Social Democratic Center Party,1987,CHR,4.04,4.04,6.061,1,4.439,4.04,6.13,4.439,Portugal
69,Social Democratic Center Party,1991,CHR,5.98,7.641,6.645,1,4.433,-10.630999999999998,6.13,4.433,Portugal
70,Social Democratic Center-Popular Party,1995,CHR,4.301,5.492000000000001,5.3370000000000015,1,9.228,-0.674,6.13,9.228,Portugal
71,Social Democratic Center-Popular Party,1999,CHR,4.093999999999999,5.575,6.359,1,8.455,-14.199000000000002,6.13,8.455,Portugal
72,Social Democratic Center-Popular Party,2002,CHR,3.062,3.062,2.055,1,8.896000000000003,16.197,6.13,8.896000000000003,Portugal
73,Social Democratic Center-Popular Party,2005,CHR,7.59,7.803,3.503,1,7.463999999999999,9.607,6.13,7.463999999999999,Portugal
74,Social Democratic Center-Popular Party,2009,CHR,2.39,5.62,3.1,1,10.4,8.950000000000003,6.13,10.4,Portugal
75,Social Democratic Center-Popular Party,2011,CHR,1.033,0.7509999999999999,5.257999999999999,1,12.21,22.816999999999997,6.13,12.21,Portugal
76,Social Democratic Center-Popular Party,2019,CHR,2.764,3.63,2.764,1,4.439,10.767000000000001,6.13,4.439,Portugal
77,Social Democratic Party,1979,CON,4.638,5.652,2.029,1,27.51,9.42,11.64,27.51,Portugal
